Interval , start             , end               , duration            , is_silent
         , 0                 , 1.38331           , 1.38331             , False     ,
         , 1.38331           , 2.23419           , 0.8508799999999999  , True      ,
         , 2.23419           , 4.45844           , 2.2242500000000005  , False     ,
         , 4.45844           , 5.72319           , 1.2647499999999994  , True      ,
         , 5.72319           , 6.4335            , 0.7103100000000007  , False     ,
         , 6.4335            , 7.08075           , 0.6472499999999997  , True      ,
         , 7.08075           , 8.120750000000001 , 1.040000000000001   , False     ,
         , 8.120750000000001 , 8.54237           , 0.421619999999999   , True      ,
         , 8.54237           , 10.7988           , 2.25643             , False     ,
         , 10.7988           , 11.2873           , 0.48850000000000016 , True      ,
         , 11.2873           , 13.2074           , 1.9200999999999997  , False     ,
         , 13.2074           , 14.9912           , 1.7837999999999994  , True      ,
         , 14.9912           , 17.7215           , 2.7302999999999997  , False     ,
         , 17.7215           , 18.3229           , 0.6014000000000017  , True      ,
         , 18.3229           , 58.1193           , 39.796400000000006  , False     ,
         , 58.1193           , 59.3019           , 1.1826000000000008  , True      ,
         , 59.3019           , 66.7522           , 7.450299999999999   , False     ,
         , 66.7522           , 67.1686           , 0.4163999999999959  , True      ,
         , 67.1686           , 75.0122           , 7.843600000000009   , False     ,
         , 75.0122           , 75.2919           , 0.2796999999999912  , True      ,
         , 75.2919           , 76.6568           , 1.3649000000000058  , False     ,
         , 76.6568           , 77.1993           , 0.5424999999999898  , True      ,
         , 77.1993           , 79.6473           , 2.4480000000000075  , False     ,
         , 79.6473           , 79.9326           , 0.28529999999999234 , True      ,
         , 79.9326           , 81.5517           , 1.619100000000003   , False     ,
         , 81.5517           , 82.8245           , 1.2728000000000037  , True      ,
         , 82.8245           , 85.0271           , 2.202600000000004   , False     ,
         , 85.0271           , 86.5311           , 1.5039999999999907  , True      ,
         , 86.5311           , 88.6106           , 2.07950000000001    , False     ,
         , 88.6106           , 89.8689           , 1.2582999999999913  , True      ,
         , 89.8689           , 92.1211           , 2.252200000000002   , False     ,
         , 92.1211           , 92.4768           , 0.3556999999999988  , True      ,
         , 92.4768           , 95.2303           , 2.7535000000000025  , False     ,
         , 95.2303           , 95.776            , 0.5456999999999965  , True      ,
         , 95.776            , 104.143           , 8.367000000000004   , False     ,
         , 104.143           , 104.402           , 0.25900000000000034 , True      ,
         , 104.402           , 106.021           , 1.6189999999999998  , False     ,
         , 106.021           , 106.344           , 0.3229999999999933  , True      ,
         , 106.344           , 108.48            , 2.13600000000001    , False     ,
         , 108.48            , 108.798           , 0.31799999999999784 , True      ,
         , 108.798           , 109.482           , 0.6839999999999975  , False     ,
         , 109.482           , 110.526           , 1.043999999999997   , True      ,
         , 110.526           , 111.307           , 0.7810000000000059  , False     ,
         , 111.307           , 111.828           , 0.5210000000000008  , True      ,
         , 111.828           , 112.439           , 0.61099999999999    , False     ,
         , 112.439           , 113.227           , 0.7880000000000109  , True      ,
         , 113.227           , 114.227           , 1.0                 , False     ,
         , 114.227           , 117.726           , 3.4989999999999952  , True      ,
         , 117.726           , 118.704           , 0.9779999999999944  , False     ,
         , 118.704           , 119.364           , 0.6600000000000108  , True      ,
         , 119.364           , 130.021           , 10.656999999999982  , False     ,
         , 130.021           , 130.667           , 0.646000000000015   , True      ,
         , 130.667           , 131.64            , 0.9729999999999848  , False     ,
         , 131.64            , 132.232           , 0.592000000000013   , True      ,
