[
'Interval','0','1.45325','1.45325','False,',
'Interval','1.45325','2.20063','0.7473799999999999','True,',
'Interval','2.20063','4.47375','2.27312','False,',
'Interval','4.47375','5.7205','1.2467500000000005','True,',
'Interval','5.7205','6.59163','0.87113','False,',
'Interval','6.59163','7.04269','0.45106','True,',
'Interval','7.04269','14.4588','7.41611','False,',
'Interval','14.4588','14.9303','0.4715000000000007','True,',
'Interval','14.9303','58.2873','43.357','False,',
'Interval','58.2873','58.6507','0.3633999999999986','True,',
'Interval','58.6507','76.7567','18.105999999999995','False,',
'Interval','76.7567','77.1886','0.43189999999999884','True,',
'Interval','77.1886','81.5667','4.378100000000003','False,',
'Interval','81.5667','82.8185','1.251800000000003','True,',
'Interval','82.8185','85.8074','2.988900000000001','False,',
'Interval','85.8074','86.1783','0.3708999999999918','True,',
'Interval','86.1783','109.846','23.66770000000001','False,',
'Interval','109.846','110.149','0.30299999999999727','True,',
'Interval','110.149','111.538','1.3889999999999958','False,',
'Interval','111.538','111.828','0.29000000000000625','True,',
'Interval','111.828','115.946','4.117999999999995','False,',
'Interval','115.946','116.52','0.5739999999999981','True,',
'Interval','116.52','118.732','2.2120000000000033','False,',
'Interval','118.732','119.209','0.47700000000000387','True,',
'Interval','119.209','130.08','10.87100000000001','False,',
'Interval','130.08','130.372','0.2920000000000016','True,',
'Interval','130.372','131.796','1.4239999999999782','False,',
'Interval','131.796','132.095','0.2990000000000066','True,',
'Interval','132.095','138.411','6.3160000000000025','False,',
'Interval','138.411','138.764','0.35300000000000864','True,',
'Interval','138.764','140.742','1.9779999999999802','False,',
'Interval','140.742','141.105','0.36299999999999955','True,',
'Interval','141.105','141.805','0.700000000000017','False,',
'Interval','141.805','142.153','0.34799999999998477','True,',
'Interval','142.153','147.485','5.332000000000022','False,',
'Interval','147.485','147.755','0.2699999999999818','True,',
'Interval','147.755','151.208','3.453000000000003','False,',
'Interval','151.208','151.689','0.48099999999999454','True,',
'Interval','151.689','171.813','20.123999999999995','False,',
'Interval','171.813','172.845','1.0320000000000107','True,',
'Interval','172.845','175.492','2.6469999999999914','False,',
'Interval','175.492','175.764','0.2720000000000198','True,',
'Interval','175.764','196.03','20.26599999999999','False,',
'Interval','196.03','196.28','0.25','True,',
'Interval','196.28','197.141','0.86099999999999','False,',
'Interval','197.141','197.406','0.2650000000000148','True,',
'Interval','197.406','250.57','53.16399999999999','False,',
'Interval','250.57','250.934','0.3640000000000043','True,',
'Interval','250.934','257.803','6.869','False,',
'Interval','257.803','258.204','0.40100000000001046','True,',
'Interval','258.204','264.726','6.521999999999991','False,',
'Interval','264.726','265.067','0.3410000000000082','True,',
'Interval','265.067','266.046','0.978999999999985','False,',
'Interval','266.046','266.348','0.3020000000000209','True,',
'Interval','266.348','268.687','2.3389999999999986','False,',
'Interval','268.687','269.535','0.8480000000000132','True,',
'Interval','269.535','273.916','4.380999999999972','False,',
'Interval','273.916','274.236','0.3199999999999932','True,',
'Interval','274.236','275.228','0.9920000000000186','False,',
'Interval','275.228','276.759','1.531000000000006','True,',
'Interval','276.759','300.13','23.37099999999998','False']
