#,Segments,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,,
#,num_ytids=20371,num_segs=20371,num_unique_labels=527,num_positive_labels=51804,,,,,,,,,,,,,,
#,YTID,start_seconds,end_seconds,positive_labels,,,,,,,,,,,,,,
1,--4gqARaEJE,0,10,/m/068hy,/m/07q6cd_,/m/0bt9lr,/m/0jbk,,,,,,,,,1,,
2,--BfvyPmVMo,20,30,/m/03l9g,,,,,,,,,,,,2,,
3,--U7joUcTCo,0,10,/m/01b_21,,,,,,,,,,,,3,,
4,--i-y1v8Hy8,0,9,/m/04rlf,/m/09x0r,/t/dd00004,/t/dd00005,,,,,,,,,4,,
5,-0BIyqJj9ZU,30,40,/m/07rgt08,/m/07sq110,/t/dd00001,,,,,,,,,,5,,
6,-0CamVQdP_Y,0,6,/m/04rlf,/m/07pbtc8,/m/09x0r,,,,,,,,,,6,,
7,-0Gj8-vB1q4,30,40,/m/0140xf,/m/02cjck,/m/04rlf,,,,,,,,,,7,,
8,-0RWZT-miFs,420,430,/m/03v3yw,/m/0k4j,,,,,,,,,,,8,,
9,-0YUDn-1yII,30,40,/m/02cjck,/m/04rlf,,,,,,,,,,,9,,
10,-0jeONf82dE,21,31,/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk,,,,,,,,10,,
11,-0nqfRcnAYE,370,380,/m/04brg2,,,,,,,,,,,,11,,
12,-0p7hKXZ1ww,30,40,/g/122z_qxw,/m/09x0r,,,,,,,,,,,12,,
13,-0vPFx-wRRI,30,40,/m/025_jnm,/m/04rlf,,,,,,,,,,,13,,
14,-0xzrMun0Rs,30,40,/m/01g90h,/m/04rlf,,,,,,,,,,,14,,
15,-0yRK50zyTI,30,40,/m/07pzfmf,/m/09x0r,,,,,,,,,,,15,,
16,-116CjQ3MAg,160,170,/m/015p6,/m/0chx_,/t/dd00128,,,,,,,,,,16,,
17,-1EXhfqLLwQ,150,160,/m/03dnzn,/m/068hy,/m/07p7b8y,/m/07ptzwd,/m/0838f,/m/0jbk,/t/dd00088,,,,,,17,,
18,-1Hub6Ps_cc,10,20,/m/0130jx,/m/02jz0l,/m/09x0r,/m/0k65p,/t/dd00125,,,,,,,,18,,
19,-1II0Di9Hkc,30,40,/m/04rlf,/m/06bz3,,,,,,,,,,,19,,
20,-1LQP2wemiQ,30,40,/m/02fs_r,/m/02zsn,/m/09x0r,,,,,,,,,,20,,
21,-1OlgJWehn8,30,40,/m/04rlf,/m/06bz3,,,,,,,,,,,21,,
22,-1PZQg5Gi8A,30,40,/m/07pjjrj,,,,,,,,,,,,22,,
23,-1UWSisR2zo,30,40,/m/04rlf,/m/0xzly,,,,,,,,,,,23,,
24,-1hDIl9Udkw,30,40,/m/04rlf,/m/07qn4z3,/m/09x0r,,,,,,,,,,24,,
25,-1nilez17Dg,30,40,/m/01jg1z,/m/09x0r,,,,,,,,,,,25,,
26,-1pPw9zZopA,190,200,/m/01jt3m,/m/0838f,,,,,,,,,,,26,,
27,-1pRmoJIGQc,10,20,/m/01h82_,/m/02mk9,/m/07pb8fc,,,,,,,,,,27,,
28,-21_SXelVNo,30,40,/m/07ppn3j,/m/09x0r,,,,,,,,,,,28,,
29,-22tna7KHzI,28,38,/m/014zdl,,,,,,,,,,,,29,,
30,-23CeprtibU,30,40,/m/01j4z9,,,,,,,,,,,,30,,
31,-2EKWgTNEYU,30,40,/m/06bz3,,,,,,,,,,,,31,,
32,-2RPPODqLy4,30,40,/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/07s0s5r,/m/09x0r,/m/0fx80y,,,,,,32,,
33,-2sE5CH8Wb8,30,40,/m/02rhddq,/m/07r04,/m/07yv9,,,,,,,,,,33,,
34,-2xiZDEuHd8,30,40,/m/04rlf,/m/09x0r,/t/dd00018,,,,,,,,,,34,,
35,-3-4qmWSJXU,30,40,/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038,,,,,,,,,35,,
36,-3-JjN3BXjA,90,100,/m/09x0r,/t/dd00013,,,,,,,,,,,36,,
37,-36qTeAdDMI,130,140,/m/07cx4,/m/09x0r,/t/dd00125,,,,,,,,,,37,,
38,-3Kv4fdm7Uk,30,40,/m/04rlf,/m/04szw,/m/0l156b,,,,,,,,,,38,,
39,-3YWuPXHknk,30,40,/m/02mk9,/t/dd00130,,,,,,,,,,,39,,
40,-3nXxwBlX5A,20,30,/m/04wptg,,,,,,,,,,,,40,,
41,-3nyUrKWFEE,210,220,/m/06hck5,/m/06wzb,,,,,,,,,,,41,,
42,-3rHVsIj1M8,30,40,/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092,,,,,,,,,42,,
43,-3z5mFRgbxc,30,40,/m/01bjv,/m/07yv9,/m/09x0r,/m/0btp2,,,,,,,,,43,,
44,-47nPCeukVc,1,11,/m/07yv9,/m/0gvgw0,,,,,,,,,,,44,,
45,-4SYC2YgzL8,30,40,/m/04rlf,/m/04wptg,/m/0ggq0m,,,,,,,,,,45,,
46,-4kkGS4-qVM,10,20,/m/01wy6,/m/085jw,/m/0l14l2,,,,,,,,,,46,,
47,-4pmCrSdMhg,30,40,/m/04rlf,/m/07rv9rh,/m/09x0r,,,,,,,,,,47,,
48,-4viN_EoxOA,0,10,/m/01kcd,/m/06ncr,,,,,,,,,,,48,,
49,-53zl3bPmpM,210,220,/m/04rlf,/m/07pws3f,/m/09x0r,,,,,,,,,,49,,
50,-5CGQGSFGyg,60,70,/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c,,,,,,,,50,,
51,-5FoeegAgvU,230,240,/m/04rlf,/m/07rrh0c,,,,,,,,,,,51,,
52,-5PZ_Bh-M6o,180,190,/m/01jg02,,,,,,,,,,,,52,,
53,-65CfQUX9Ng,10,20,/m/07prgkl,,,,,,,,,,,,53,,
54,-6Aq2fJwlgU,510,520,/m/07pjjrj,/m/07rdhzs,,,,,,,,,,,54,,
55,-6GcdDStIwM,21,31,/m/08j51y,/m/0c1dj,,,,,,,,,,,55,,
56,-6HBGg1cAI0,30,40,/m/02p0sh1,/m/04rlf,/m/06j64v,,,,,,,,,,56,,
57,-6JnAxTXApw,30,40,/m/0chx_,,,,,,,,,,,,57,,
58,-6cTEqIcics,30,40,/m/03kmc9,/m/0dgbq,,,,,,,,,,,58,,
59,-7B9tPuIP-w,450,460,/m/0155w,/m/04rlf,/m/07sr1lc,,,,,,,,,,59,,
60,-7IhwezUrUA,590,600,/m/023pjk,,,,,,,,,,,,60,,
61,-7TanrCbmME,30,40,/m/04rlf,/m/09x0r,/t/dd00005,,,,,,,,,,61,,
62,-7XwGino_W0,30,40,/m/07qv4k0,,,,,,,,,,,,62,,
63,-7YESdyyHVw,10,20,/m/0239kh,,,,,,,,,,,,63,,
64,-7eDqv-6AKQ,30,40,/m/07yv9,/m/0gvgw0,/m/0k4j,,,,,,,,,,64,,
65,-7vpNApSN8g,70,80,/m/08j51y,/t/dd00125,,,,,,,,,,,65,,
66,-88me9bBzrk,30,40,/m/015vgc,/m/04rlf,,,,,,,,,,,66,,
67,-8C-gydUbR8,30,40,/m/04rlf,/t/dd00003,/t/dd00004,/t/dd00005,,,,,,,,,67,,
68,-8Ds_ZrtQ9M,20,30,/m/02x984l,,,,,,,,,,,,68,,
69,-8Mzg0pjOzc,30,40,/m/04rlf,/m/08j51y,/m/09x0r,,,,,,,,,,69,,
70,-8cgbhIR_pw,30,40,/m/042v_gx,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y,/t/dd00034,,,,,,70,,
71,-8pCMgGKZY8,12,22,/m/04rlf,/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136,,,,,71,,
72,-8s8gqSkRzI,30,40,/m/07s0dtb,,,,,,,,,,,,72,,
73,-95a1RB0jHs,30,40,/m/014zdl,/m/07pxg6y,,,,,,,,,,,73,,
74,-98gqe2LWcg,14,24,/m/04k94,/m/0dv3j,,,,,,,,,,,74,,
75,-9GUUhB3QV0,30,40,/m/03j1ly,/m/03kmc9,/m/04qvtq,,,,,,,,,,75,,
76,-9O1cb8z7Mk,0,10,/m/02z32qm,,,,,,,,,,,,76,,
77,-9byM5-ih2M,0,10,/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136,,,,77,,
78,-9mHz0OsKKw,0,10,/m/07qv_d5,/m/07yv9,/m/0k4j,/t/dd00128,,,,,,,,,78,,
79,-9phJ0sJrXg,14,24,/t/dd00006,,,,,,,,,,,,79,,
80,-A-Un_X21lU,230,240,/m/01b82r,/m/07pdjhy,/m/083vt,,,,,,,,,,80,,
81,-A1o1Egi20c,60,70,/m/03w41f,,,,,,,,,,,,81,,
82,-A3zsFeU_OI,30,40,/m/07s04w4,/m/09x0r,,,,,,,,,,,82,,
83,-ABOfhcXwt8,17,27,/m/06h7j,/m/09x0r,,,,,,,,,,,83,,
84,-ANxUxvGASw,10,20,/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048,,,,,,,84,,
85,-AeiYb4vDK0,340,350,/m/03cczk,/m/07pdhp0,/m/09x0r,/m/0jbk,/t/dd00129,,,,,,,,85,,
86,-Am9MfJ6Z2o,60,70,/m/023pjk,,,,,,,,,,,,86,,
87,-BAF0DHMqVA,130,140,/m/0395lw,,,,,,,,,,,,87,,
88,-BHPu-dPmWQ,30,40,/m/04rlf,/t/dd00032,,,,,,,,,,,88,,
89,-BWhd7Q43tE,50,60,/m/012xff,,,,,,,,,,,,89,,
90,-BY64_p-vtM,30,40,/m/07r04,/m/07yv9,/m/09x0r,/m/0fx9l,,,,,,,,,90,,
