,START,DUR,LABEL,LABEL_NUM,DUR_TRANS,COUNT
1,6.085,0.391,ADULT,-1,-0.391,1
2,6.32,0.191,CHILD,1,0.191,1
3,6.723,0.142,ADULT,-1,-0.142,1
4,6.731,0.26,CHILD,1,0.26,1
6,9.624,0.147,ADULT,-1,-0.147,1
7,10.031,0.23800000000000002,ADULT,-1,-0.23800000000000002,1
8,12.488,2.001,ADULT,-1,-2.001,1
12,16.137999999999998,0.10300000000000001,ADULT,-1,-0.10300000000000001,1
13,18.352,1.639,ADULT,-1,-1.639,1
16,22.53,0.11599999999999999,ADULT,-1,-0.11599999999999999,1
17,22.913,0.253,ADULT,-1,-0.253,1
18,25.436,0.7020000000000001,ADULT,-1,-0.7020000000000001,1
20,26.268,0.17,ADULT,-1,-0.17,1
21,27.233,6.832999999999999,ADULT,-1,-6.832999999999999,1
22,31.546,0.408,ADULT,-1,-0.408,1
23,34.493,5.303999999999999,ADULT,-1,-5.303999999999999,1
25,36.010999999999996,1.9809999999999999,ADULT,-1,-1.9809999999999999,1
26,38.192,0.47200000000000003,ADULT,-1,-0.47200000000000003,1
27,39.008,9.363999999999999,ADULT,-1,-9.363999999999999,1
28,42.01,0.14300000000000002,ADULT,-1,-0.14300000000000002,1
29,42.992,2.3369999999999997,ADULT,-1,-2.3369999999999997,1
30,47.831,19.212,ADULT,-1,-19.212,1
31,48.511,2.501,ADULT,-1,-2.501,1
32,53.376999999999995,0.614,ADULT,-1,-0.614,1
33,54.793,0.10300000000000001,ADULT,-1,-0.10300000000000001,1
34,55.515,1.436,ADULT,-1,-1.436,1
35,59.17100000000001,0.115,ADULT,-1,-0.115,1
36,59.511,2.481,ADULT,-1,-2.481,1
37,64.47399999999999,1.163,ADULT,-1,-1.163,1
38,69.27,1.32,ADULT,-1,-1.32,1
40,70.492,3.0189999999999997,ADULT,-1,-3.0189999999999997,1
41,72.249,1.984,ADULT,-1,-1.984,1
42,74.399,0.11800000000000001,CHILD,1,0.11800000000000001,1
43,74.48100000000001,0.795,ADULT,-1,-0.795,1
44,74.74600000000001,0.616,CHILD,1,0.616,1
45,74.805,0.125,CHILD,1,0.125,1
46,75.484,1.74,ADULT,-1,-1.74,1
47,75.64399999999999,7.3,ADULT,-1,-7.3,1
48,80.055,0.6920000000000001,ADULT,-1,-0.6920000000000001,1
49,81.513,2.3,ADULT,-1,-2.3,1
50,88.51100000000001,2.363,ADULT,-1,-2.363,1
52,90.44,8.632,ADULT,-1,-8.632,1
53,92.671,0.361,ADULT,-1,-0.361,1
54,94.387,2.85,ADULT,-1,-2.85,1
55,98.12,0.12,ADULT,-1,-0.12,1
56,99.31299999999999,0.852,ADULT,-1,-0.852,1
57,99.34100000000001,1.083,ADULT,-1,-1.083,1
58,101.01,2.251,ADULT,-1,-2.251,1
59,103.493,4.4719999999999995,ADULT,-1,-4.4719999999999995,1
61,109.15299999999999,8.048,ADULT,-1,-8.048,1
63,118.37,7.265,ADULT,-1,-7.265,1
65,126.485,8.281,ADULT,-1,-8.281,1
66,126.584,0.177,CHILD,1,0.177,1
67,135.35399999999998,0.638,CHILD,1,0.638,1
68,135.955,5.775,ADULT,-1,-5.775,1
69,142.793,0.9279999999999999,ADULT,-1,-0.9279999999999999,1
70,143.885,0.235,ADULT,-1,-0.235,1
72,145.645,3.367,ADULT,-1,-3.367,1
73,148.993,2.19,CHILD,1,2.19,1
74,149.266,0.14300000000000002,ADULT,-1,-0.14300000000000002,1
75,150.512,2.418,ADULT,-1,-2.418,1
76,153.249,1.158,CHILD,1,1.158,1
77,154.011,5.199,ADULT,-1,-5.199,1
78,159.388,10.447000000000001,ADULT,-1,-10.447000000000001,1
79,159.56,0.43200000000000005,CHILD,1,0.43200000000000005,1
80,162.511,1.176,ADULT,-1,-1.176,1
81,169.99200000000002,2.0,CHILD,1,2.0,1
82,170.213,0.294,CHILD,1,0.294,1
83,171.072,9.674,ADULT,-1,-9.674,1
84,179.99200000000002,0.157,ADULT,-1,-0.157,1
85,180.868,7.127999999999999,ADULT,-1,-7.127999999999999,1
86,187.002,0.29,ADULT,-1,-0.29,1
87,187.515,0.121,ADULT,-1,-0.121,1
88,188.94400000000002,4.058,ADULT,-1,-4.058,1
90,193.97099999999998,8.52,ADULT,-1,-8.52,1
91,203.227,1.367,ADULT,-1,-1.367,1
92,205.011,0.499,ADULT,-1,-0.499,1
93,206.201,0.113,ADULT,-1,-0.113,1
94,206.68200000000002,0.391,ADULT,-1,-0.391,1
95,207.87099999999998,0.466,ADULT,-1,-0.466,1
96,208.49200000000002,26.522,ADULT,-1,-26.522,1
97,213.643,0.526,ADULT,-1,-0.526,1
98,215.298,0.19399999999999998,CHILD,1,0.19399999999999998,1
99,219.981,0.624,ADULT,-1,-0.624,1
100,220.71200000000002,0.15,ADULT,-1,-0.15,1
101,224.196,0.159,CHILD,1,0.159,1
102,224.304,0.162,ADULT,-1,-0.162,1
103,235.513,4.763999999999999,ADULT,-1,-4.763999999999999,1
105,236.49099999999999,0.501,ADULT,-1,-0.501,1
106,237.66099999999997,0.251,ADULT,-1,-0.251,1
